time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-06 00:00:00+00:00,10,10,73,48
2022-04-07 00:00:00+00:00,4,4,52,31
2022-04-08 00:00:00+00:00,18,10,74,36
2022-04-09 00:00:00+00:00,2,2,33,19
2022-04-10 00:00:00+00:00,6,5,61,28
2022-04-11 00:00:00+00:00,7,7,44,22
2022-04-12 00:00:00+00:00,3,2,72,35
2022-04-13 00:00:00+00:00,6,4,49,24
2022-04-14 00:00:00+00:00,6,5,51,29
2022-04-15 00:00:00+00:00,6,6,70,18
2022-04-16 00:00:00+00:00,3,3,28,17
2022-04-17 00:00:00+00:00,1,1,12,7
2022-04-18 00:00:00+00:00,4,3,48,32
2022-04-19 00:00:00+00:00,3,2,91,55
